                     date locationtest  value abbreviation location  population
location_name                                                                  
Missouri       2020-01-24           29      0           MO       29   6626371.0
Missouri       2020-01-25           29      0           MO       29   6626371.0
Missouri       2020-01-26           29      0           MO       29   6626371.0
Missouri       2020-01-27           29      0           MO       29   6626371.0
Missouri       2020-01-28           29      0           MO       29   6626371.0
...                   ...          ...    ...          ...      ...         ...
Missouri       2021-01-07           29   4740           MO       29   6626371.0
Missouri       2021-01-08           29   4098           MO       29   6626371.0
Missouri       2021-01-09           29   3937           MO       29   6626371.0
Missouri       2021-01-10           29   2768           MO       29   6626371.0
Missouri       2021-01-11           29   1750           MO       29   6626371.0

[354 rows x 6 columns]

                    mean       std    median      5.0%     95.0%     n_eff     r_hat
 a_raw_init[0]      0.00      0.00      0.00      0.00      0.00   1882.29      1.00
 a_raw_init[1]      0.00      0.00      0.00      0.00      0.00   1530.55      1.00
 a_raw_init[2]      0.04      0.00      0.04      0.04      0.05    976.28      1.00
 a_raw_init[3]      0.21      0.00      0.21      0.20      0.22    936.34      1.00
 a_raw_init[4]      0.08      0.00      0.08      0.07      0.09    887.90      1.00
 a_raw_init[5]      0.14      0.01      0.14      0.13      0.15    836.68      1.00
 a_raw_init[6]      0.08      0.01      0.08      0.07      0.09    854.22      1.00
 a_raw_init[7]      0.33      0.01      0.33      0.32      0.34    901.16      1.00
 a_raw_init[8]      0.34      0.01      0.34      0.33      0.35   1003.97      1.00
 a_raw_init[9]      0.92      0.01      0.92      0.91      0.93   1361.92      1.00
a_raw_init[10]      0.98      0.01      0.98      0.97      0.99   1354.32      1.00
     beta_1[0]      0.00      0.00      0.00     -0.00      0.00   1390.23      1.00
     beta_1[1]      0.00      0.00      0.00     -0.00      0.00    913.07      1.00
     beta_1[2]      0.00      0.00      0.00     -0.00      0.01    694.34      1.00
     beta_1[3]      0.00      0.00      0.00      0.00      0.01    539.37      1.00
     beta_1[4]      0.00      0.00      0.00      0.00      0.01    416.24      1.00
     beta_1[5]      0.01      0.00      0.01      0.00      0.01    346.62      1.00
     beta_1[6]      0.01      0.00      0.01      0.00      0.01    295.07      1.00
     beta_1[7]      0.01      0.00      0.01      0.00      0.01    268.39      1.00
     beta_1[8]      0.01      0.00      0.01      0.00      0.01    235.46      1.00
     beta_1[9]      0.01      0.00      0.01      0.00      0.01    220.20      1.00
    beta_1[10]      0.01      0.00      0.01      0.00      0.01    195.96      1.00
    beta_1[11]      0.01      0.00      0.01      0.00      0.02    187.58      1.00
    beta_1[12]      0.01      0.00      0.01      0.01      0.02    178.81      1.00
    beta_1[13]      0.01      0.00      0.01      0.01      0.02    163.81      1.00
    beta_1[14]      0.01      0.00      0.01      0.01      0.02    156.39      1.00
    beta_1[15]      0.01      0.00      0.01      0.01      0.02    153.51      1.00
    beta_1[16]      0.01      0.00      0.01      0.01      0.02    146.57      1.00
    beta_1[17]      0.02      0.00      0.02      0.01      0.02    134.86      1.00
    beta_1[18]      0.02      0.00      0.02      0.01      0.02    134.98      1.00
    beta_1[19]      0.02      0.00      0.02      0.01      0.02    130.74      1.00
    beta_1[20]      0.02      0.00      0.02      0.01      0.02    124.58      1.00
    beta_1[21]      0.02      0.00      0.02      0.01      0.03    123.78      1.00
    beta_1[22]      0.02      0.00      0.02      0.01      0.03    119.86      1.00
    beta_1[23]      0.02      0.00      0.02      0.01      0.03    117.88      1.00
    beta_1[24]      0.02      0.00      0.02      0.01      0.03    117.10      1.00
    beta_1[25]      0.02      0.00      0.02      0.01      0.03    120.66      1.00
    beta_1[26]      0.02      0.00      0.02      0.01      0.03    117.08      1.00
    beta_1[27]      0.02      0.00      0.02      0.02      0.03    117.45      1.00
    beta_1[28]      0.03      0.00      0.03      0.02      0.03    113.99      1.01
    beta_1[29]      0.03      0.00      0.03      0.02      0.03    113.76      1.01
    beta_1[30]      0.03      0.01      0.03      0.02      0.03    110.97      1.01
    beta_1[31]      0.03      0.01      0.03      0.02      0.04    101.03      1.01
    beta_1[32]      0.03      0.01      0.03      0.02      0.04     97.80      1.01
    beta_1[33]      0.03      0.01      0.03      0.02      0.04     94.53      1.01
    beta_1[34]      0.03      0.01      0.03      0.02      0.04     93.65      1.01
    beta_1[35]      0.03      0.01      0.03      0.02      0.04     91.88      1.01
    beta_1[36]      0.03      0.01      0.03      0.02      0.04     89.14      1.01
    beta_1[37]      0.03      0.01      0.03      0.02      0.04     89.88      1.02
    beta_1[38]      0.03      0.01      0.03      0.03      0.04     86.94      1.02
    beta_1[39]      0.03      0.01      0.03      0.03      0.04     83.02      1.02
    beta_1[40]      0.04      0.01      0.04      0.03      0.04     84.59      1.02
    beta_1[41]      0.04      0.01      0.04      0.03      0.04     87.71      1.03
    beta_1[42]      0.04      0.01      0.04      0.03      0.05     85.47      1.03
    beta_1[43]      0.04      0.01      0.04      0.03      0.05     93.52      1.03
    beta_1[44]      0.04      0.01      0.04      0.03      0.05     99.93      1.02
    beta_1[45]      0.04      0.01      0.04      0.03      0.05     95.01      1.02
    beta_1[46]      0.04      0.01      0.04      0.03      0.05     98.26      1.02
    beta_1[47]      0.04      0.01      0.04      0.03      0.05    101.71      1.02
    beta_1[48]      0.04      0.01      0.04      0.03      0.05     94.81      1.03
    beta_1[49]      0.04      0.01      0.04      0.03      0.05     91.71      1.03
    beta_1[50]      0.04      0.01      0.04      0.03      0.05     90.84      1.03
    beta_1[51]      0.04      0.01      0.04      0.04      0.05     88.88      1.03
    beta_1[52]      0.05      0.01      0.05      0.04      0.05     84.59      1.03
    beta_1[53]      0.05      0.01      0.05      0.04      0.05     87.97      1.03
    beta_1[54]      0.05      0.01      0.05      0.04      0.06     90.15      1.03
    beta_1[55]      0.05      0.01      0.05      0.04      0.06     87.21      1.03
    beta_1[56]      0.05      0.01      0.05      0.04      0.06     87.75      1.03
    beta_1[57]      0.05      0.01      0.05      0.04      0.06     93.56      1.02
    beta_1[58]      0.05      0.01      0.05      0.04      0.06     92.27      1.03
    beta_1[59]      0.05      0.01      0.05      0.04      0.06     90.90      1.03
    beta_1[60]      0.05      0.01      0.05      0.04      0.06     91.59      1.03
    beta_1[61]      0.05      0.01      0.05      0.04      0.06     91.94      1.03
    beta_1[62]      0.05      0.01      0.05      0.04      0.06     89.67      1.03
    beta_1[63]      0.05      0.01      0.05      0.05      0.06     94.70      1.03
    beta_1[64]      0.06      0.01      0.06      0.05      0.06     94.94      1.02
    beta_1[65]      0.06      0.01      0.06      0.05      0.06    104.06      1.02
    beta_1[66]      0.06      0.01      0.06      0.05      0.06    103.95      1.02
    beta_1[67]      0.06      0.00      0.06      0.05      0.07    105.43      1.02
    beta_1[68]      0.06      0.00      0.06      0.05      0.07    104.64      1.02
    beta_1[69]      0.06      0.00      0.06      0.05      0.07    100.81      1.02
    beta_1[70]      0.06      0.00      0.06      0.05      0.07    105.15      1.02
    beta_1[71]      0.06      0.00      0.06      0.05      0.07    107.38      1.02
    beta_1[72]      0.06      0.00      0.06      0.05      0.07    106.84      1.02
    beta_1[73]      0.06      0.00      0.06      0.05      0.07    109.10      1.01
    beta_1[74]      0.06      0.00      0.06      0.06      0.07    110.82      1.01
    beta_1[75]      0.06      0.00      0.06      0.06      0.07    109.95      1.01
    beta_1[76]      0.06      0.00      0.06      0.06      0.07    115.00      1.01
    beta_1[77]      0.06      0.00      0.06      0.06      0.07    118.77      1.01
    beta_1[78]      0.07      0.00      0.07      0.06      0.07    120.65      1.01
